service_type,main_category,area_name,distance_from_center,time_of_day_minutes,day_of_week,peak_hour,demand_level,weather,final_price
Gold Facial,Personal Care,Askari,3.94,217,Saturday,0,Medium,Clear,3043
Gold Facial,Personal Care,Model Town,2.59,163,Saturday,0,High,Sunny,3169
Gold Facial,Personal Care,Sultanpura,4.59,613,Tuesday,0,Medium,Clear,3078
Gold Facial,Personal Care,Iqbal Town,0.21,1255,Thursday,0,Low,Clear,3153
Gold Facial,Personal Care,Gulberg,0.14,998,Friday,0,High,Clear,3142
Gold Facial,Personal Care,Wapda Town,1.54,376,Thursday,1,High,Rainy,3142
Diamond Facial,Personal Care,Shadman,5.56,14,Thursday,1,Medium,Clear,2494
Diamond Facial,Personal Care,Shadman,3.7,5,Monday,0,High,Clear,2426
Diamond Facial,Personal Care,Wapda Town,7.66,785,Monday,0,High,Foggy,2447
Diamond Facial,Personal Care,Iqbal Town,3.29,705,Thursday,1,High,Clear,2378
Diamond Facial,Personal Care,Askari,5.19,416,Sunday,0,Medium,Clear,2439
Diamond Facial,Personal Care,Askari,4.11,112,Sunday,0,High,Foggy,2435
Diamond Facial,Personal Care,Misri Shah,2.71,880,Thursday,0,High,Clear,2308
Diamond Facial,Personal Care,Wapda Town,0.91,1358,Tuesday,1,Medium,Foggy,2353
Diamond Facial,Personal Care,Garden Town,0.93,123,Saturday,1,High,Rainy,2419
Diamond Facial,Personal Care,Wapda Town,6.33,135,Saturday,1,Medium,Sunny,2429
Diamond Facial,Personal Care,Garhi Shahu,7.0,61,Saturday,1,Low,Clear,2344
Diamond Facial,Personal Care,Gulberg,4.15,1185,Friday,0,Medium,Foggy,2484
Diamond Facial,Personal Care,Model Town,4.48,466,Saturday,1,High,Sunny,2450
Diamond Facial,Personal Care,Wapda Town,4.81,466,Saturday,1,Low,Clear,2360
Diamond Facial,Personal Care,Lake City,5.19,566,Monday,1,High,Rainy,2441
Diamond Facial,Personal Care,Valencia,3.53,565,Saturday,0,Medium,Rainy,2324
Diamond Facial,Personal Care,Sultanpura,0.23,961,Tuesday,0,Low,Sunny,2408
Diamond Facial,Personal Care,Bahria Town,0.12,28,Sunday,1,Medium,Rainy,2397
Diamond Facial,Personal Care,Sultanpura,4.65,1278,Sunday,1,High,Clear,2313
Diamond Facial,Personal Care,Valencia,4.94,654,Sunday,1,Medium,Foggy,2405
Diamond Facial,Personal Care,Lake City,7.21,414,Thursday,0,Medium,Foggy,2442
Diamond Facial,Personal Care,Shadman,4.56,372,Monday,0,Medium,Foggy,2446
Diamond Facial,Personal Care,Sultanpura,6.55,1312,Saturday,0,Low,Sunny,2413
Diamond Facial,Personal Care,Shadman,6.35,382,Tuesday,1,High,Foggy,2327
Diamond Facial,Personal Care,Sultanpura,1.55,810,Sunday,1,Low,Rainy,2407
Diamond Facial,Personal Care,Androon Lahore,1.44,1172,Tuesday,1,High,Sunny,2334
Diamond Facial,Personal Care,Bahria Town,7.03,535,Monday,0,High,Sunny,2326
Diamond Facial,Personal Care,Valencia,4.3,951,Monday,0,Medium,Foggy,2403
Diamond Facial,Personal Care,Iqbal Town,5.48,1322,Wednesday,1,Medium,Sunny,2353
Diamond Facial,Personal Care,Shadman,2.93,512,Saturday,1,High,Clear,2301
Diamond Facial,Personal Care,Township,2.41,1403,Saturday,1,High,Sunny,2380
Diamond Facial,Personal Care,Misri Shah,7.86,1013,Friday,0,Low,Rainy,2322
Diamond Facial,Personal Care,Lake City,1.56,475,Thursday,0,Medium,Rainy,2453
Diamond Facial,Personal Care,Wapda Town,1.28,1299,Friday,1,Low,Sunny,2415
Diamond Facial,Personal Care,Wapda Town,4.52,876,Tuesday,0,Low,Rainy,2341
Diamond Facial,Personal Care,Iqbal Town,3.62,92,Monday,1,Medium,Sunny,2498
Diamond Facial,Personal Care,Johar Town,0.55,366,Saturday,0,High,Sunny,2343
Diamond Facial,Personal Care,Askari,3.58,163,Monday,0,Low,Clear,2460
Anti-Aging Facial,Personal Care,Johar Town,6.51,591,Friday,1,Low,Foggy,3893
Anti-Aging Facial,Personal Care,Township,6.46,1085,Tuesday,0,High,Rainy,3708
Anti-Aging Facial,Personal Care,Askari,4.29,445,Saturday,0,Medium,Sunny,3963
Anti-Aging Facial,Personal Care,Lake City,0.52,1185,Tuesday,1,Low,Clear,3884
Anti-Aging Facial,Personal Care,Township,3.66,118,Monday,1,Low,Rainy,3785
Anti-Aging Facial,Personal Care,Lake City,4.59,894,Monday,0,Low,Clear,3885
Anti-Aging Facial,Personal Care,Township,1.22,195,Saturday,0,Low,Rainy,3704
Anti-Aging Facial,Personal Care,Misri Shah,5.0,657,Monday,1,High,Sunny,3617
Anti-Aging Facial,Personal Care,Sultanpura,6.36,1168,Monday,0,Low,Rainy,3856
Anti-Aging Facial,Personal Care,Shadman,0.73,1136,Friday,0,Medium,Clear,3889
Anti-Aging Facial,Personal Care,Valencia,1.42,1031,Sunday,0,High,Rainy,3687
Anti-Aging Facial,Personal Care,Johar Town,0.43,1053,Friday,0,Medium,Clear,3616
Anti-Aging Facial,Personal Care,Misri Shah,6.02,642,Monday,0,Medium,Sunny,3659
Anti-Aging Facial,Personal Care,Valencia,6.9,173,Saturday,0,Low,Clear,3649
Anti-Aging Facial,Personal Care,Gulberg,0.17,1107,Friday,1,Medium,Clear,3778
Anti-Aging Facial,Personal Care,Garhi Shahu,0.17,886,Saturday,1,Medium,Rainy,3705
Anti-Aging Facial,Personal Care,Model Town,4.22,663,Thursday,0,Low,Foggy,3929
Anti-Aging Facial,Personal Care,Bahria Town,1.62,1008,Sunday,1,Low,Rainy,3832
Anti-Aging Facial,Personal Care,Township,2.64,663,Saturday,1,High,Foggy,3736
Anti-Aging Facial,Personal Care,Askari,1.79,53,Thursday,1,Medium,Foggy,3918
Anti-Aging Facial,Personal Care,Cantt,6.31,176,Tuesday,1,Low,Rainy,3992
Anti-Aging Facial,Personal Care,Township,5.75,315,Thursday,0,Low,Rainy,3712
Anti-Aging Facial,Personal Care,Askari,2.38,403,Friday,0,High,Rainy,3946
Anti-Aging Facial,Personal Care,Cantt,6.65,348,Tuesday,0,Low,Clear,3887
Anti-Aging Facial,Personal Care,Gulberg,7.32,1084,Wednesday,0,Low,Clear,3641
Anti-Aging Facial,Personal Care,Askari,5.44,1298,Tuesday,0,Medium,Foggy,3992
Anti-Aging Facial,Personal Care,Askari,4.58,1172,Friday,0,Medium,Clear,3955
Anti-Aging Facial,Personal Care,DHA,1.82,1096,Wednesday,1,Low,Rainy,3976
Anti-Aging Facial,Personal Care,Shadman,7.94,40,Thursday,0,Low,Foggy,3976
Anti-Aging Facial,Personal Care,Androon Lahore,2.5,1344,Saturday,1,Low,Rainy,3672
Anti-Aging Facial,Personal Care,Iqbal Town,4.41,175,Wednesday,1,Low,Clear,3743
Anti-Aging Facial,Personal Care,Cantt,0.39,848,Sunday,1,High,Clear,3920
Anti-Aging Facial,Personal Care,Sultanpura,3.79,504,Saturday,0,High,Clear,3663
Anti-Aging Facial,Personal Care,Garden Town,0.5,655,Saturday,1,Medium,Foggy,3998
Anti-Aging Facial,Personal Care,Model Town,4.71,1150,Wednesday,0,Medium,Sunny,3919
Anti-Aging Facial,Personal Care,Misri Shah,3.97,215,Tuesday,1,Medium,Sunny,3635
Anti-Aging Facial,Personal Care,Shadman,1.77,1405,Tuesday,0,Low,Foggy,3957
Anti-Aging Facial,Personal Care,Shadman,3.86,699,Monday,0,Medium,Foggy,3780
Basic Manicure,Personal Care,Bahria Town,7.91,1128,Sunday,1,High,Foggy,980
Basic Manicure,Personal Care,Iqbal Town,3.36,420,Friday,1,Medium,Foggy,872
Basic Manicure,Personal Care,Androon Lahore,3.03,1201,Sunday,0,Medium,Foggy,808
Basic Manicure,Personal Care,Shadman,4.24,1439,Friday,0,High,Foggy,921
Basic Manicure,Personal Care,Garden Town,7.96,1119,Wednesday,1,Medium,Sunny,924
Basic Manicure,Personal Care,Askari,1.75,1384,Friday,1,High,Sunny,919
Basic Manicure,Personal Care,Johar Town,0.6,1046,Sunday,0,High,Sunny,903
Basic Manicure,Personal Care,Misri Shah,3.87,403,Friday,0,Low,Rainy,835
Basic Manicure,Personal Care,Garden Town,2.1,216,Tuesday,1,Medium,Foggy,984
Basic Manicure,Personal Care,Garden Town,4.23,608,Saturday,1,Medium,Foggy,845
Basic Manicure,Personal Care,DHA,2.33,638,Tuesday,1,Medium,Foggy,973
Basic Manicure,Personal Care,Gulberg,3.37,1440,Wednesday,1,High,Sunny,860
Basic Manicure,Personal Care,Misri Shah,6.97,1106,Saturday,1,High,Rainy,813
Basic Manicure,Personal Care,Lake City,4.66,162,Friday,1,Medium,Clear,958
Basic Manicure,Personal Care,Garhi Shahu,3.39,866,Monday,1,Low,Foggy,832
Basic Manicure,Personal Care,Sultanpura,0.9,1021,Saturday,0,Low,Foggy,944
Basic Manicure,Personal Care,Johar Town,7.74,1063,Thursday,1,High,Sunny,864
Basic Manicure,Personal Care,Shadman,2.85,810,Monday,0,Medium,Rainy,995
Basic Manicure,Personal Care,Johar Town,3.87,1023,Thursday,1,High,Clear,906
Basic Manicure,Personal Care,Valencia,3.02,739,Monday,1,Low,Sunny,817
Basic Manicure,Personal Care,Iqbal Town,5.48,933,Monday,1,Low,Foggy,971
Basic Manicure,Personal Care,Johar Town,5.79,624,Wednesday,0,Low,Clear,998
Basic Manicure,Personal Care,Androon Lahore,0.62,773,Tuesday,1,High,Clear,820
Basic Manicure,Personal Care,Garden Town,0.27,1111,Tuesday,1,High,Rainy,835
Basic Manicure,Personal Care,Wapda Town,7.66,1072,Tuesday,0,Medium,Clear,821
Basic Manicure,Personal Care,Township,3.96,443,Monday,0,Low,Clear,825
Basic Manicure,Personal Care,Garhi Shahu,5.67,154,Wednesday,0,Low,Clear,806
Basic Manicure,Personal Care,Bahria Town,2.55,169,Sunday,0,Low,Rainy,985
Basic Manicure,Personal Care,Askari,3.45,1285,Tuesday,1,Medium,Sunny,959
Basic Manicure,Personal Care,Garhi Shahu,5.24,1012,Wednesday,0,Low,Sunny,836
Basic Manicure,Personal Care,Gulberg,4.01,252,Thursday,1,Medium,Clear,987
Basic Manicure,Personal Care,Gulberg,3.24,811,Tuesday,0,Medium,Sunny,888
Basic Manicure,Personal Care,Gulberg,4.1,91,Monday,1,Low,Foggy,918
Basic Manicure,Personal Care,Gulberg,5.73,152,Thursday,1,High,Foggy,992
Basic Manicure,Personal Care,Garhi Shahu,2.47,977,Thursday,1,High,Clear,806
Basic Manicure,Personal Care,Sultanpura,5.04,340,Monday,1,Low,Rainy,890
Basic Manicure,Personal Care,Garden Town,0.11,221,Tuesday,0,Medium,Clear,964
Basic Manicure,Personal Care,Shadman,7.12,381,Sunday,0,Medium,Rainy,902
Spa Manicure,Personal Care,Askari,1.58,313,Wednesday,1,High,Rainy,1397
Spa Manicure,Personal Care,Cantt,6.84,1135,Monday,0,High,Rainy,1394
Spa Manicure,Personal Care,Wapda Town,6.38,783,Friday,1,Low,Clear,1307
Spa Manicure,Personal Care,Lake City,4.45,612,Friday,0,High,Sunny,1363
Spa Manicure,Personal Care,DHA,2.62,243,Tuesday,1,Low,Clear,1376
Spa Manicure,Personal Care,Sultanpura,0.49,1105,Tuesday,1,High,Rainy,1213
Spa Manicure,Personal Care,Sultanpura,7.01,970,Thursday,0,High,Foggy,1381
Spa Manicure,Personal Care,Sultanpura,0.72,246,Thursday,1,Medium,Rainy,1210
Spa Manicure,Personal Care,Valencia,6.39,47,Tuesday,0,Medium,Clear,1380
Spa Manicure,Personal Care,DHA,5.01,1208,Friday,1,Medium,Sunny,1372
Spa Manicure,Personal Care,Garden Town,0.85,253,Friday,0,High,Rainy,1224
Spa Manicure,Personal Care,Sultanpura,5.25,1125,Wednesday,0,Low,Rainy,1386
Spa Manicure,Personal Care,Valencia,3.11,62,Tuesday,1,Medium,Rainy,1253
Spa Manicure,Personal Care,Cantt,5.95,1368,Saturday,1,High,Foggy,1342
Spa Manicure,Personal Care,Iqbal Town,3.17,1073,Thursday,1,Medium,Sunny,1259
Spa Manicure,Personal Care,DHA,2.05,1097,Saturday,0,High,Foggy,1352
Spa Manicure,Personal Care,Androon Lahore,5.27,910,Saturday,0,High,Sunny,1200
Spa Manicure,Personal Care,Askari,2.83,676,Thursday,1,High,Clear,1270
Spa Manicure,Personal Care,Bahria Town,2.55,388,Tuesday,0,High,Rainy,1331
Spa Manicure,Personal Care,Garden Town,5.33,726,Saturday,1,High,Sunny,1210
Spa Manicure,Personal Care,Valencia,2.5,216,Sunday,0,Low,Foggy,1298
Spa Manicure,Personal Care,Askari,7.51,516,Wednesday,1,Medium,Clear,1369
Spa Manicure,Personal Care,Misri Shah,2.04,635,Friday,1,High,Foggy,1227
Spa Manicure,Personal Care,Misri Shah,6.41,1200,Wednesday,0,Low,Foggy,1238
Spa Manicure,Personal Care,Bahria Town,2.28,28,Tuesday,1,Low,Clear,1273
Spa Manicure,Personal Care,Wapda Town,2.68,989,Monday,1,Low,Sunny,1289
Spa Manicure,Personal Care,Sultanpura,3.43,1068,Thursday,0,Low,Foggy,1302
Spa Manicure,Personal Care,Garhi Shahu,4.08,378,Wednesday,0,Medium,Sunny,1228
Spa Manicure,Personal Care,DHA,0.39,1099,Sunday,0,Low,Sunny,1372
Spa Manicure,Personal Care,Sultanpura,7.03,357,Saturday,0,Low,Clear,1370
Spa Manicure,Personal Care,Garden Town,6.77,1381,Thursday,1,Medium,Sunny,1218
Spa Manicure,Personal Care,Valencia,7.66,983,Friday,0,High,Rainy,1219
Spa Manicure,Personal Care,Androon Lahore,2.38,268,Sunday,0,High,Foggy,1224
Spa Manicure,Personal Care,Johar Town,4.87,312,Saturday,0,High,Sunny,1392
Spa Manicure,Personal Care,Cantt,4.38,808,Sunday,1,Medium,Clear,1365
Spa Manicure,Personal Care,Misri Shah,5.55,894,Friday,0,High,Clear,1231
Spa Manicure,Personal Care,DHA,6.52,208,Tuesday,1,Low,Foggy,1396
Spa Manicure,Personal Care,Valencia,4.51,972,Saturday,0,High,Clear,1389
Classic Pedicure,Personal Care,DHA,6.7,1392,Tuesday,0,Medium,Rainy,978
Classic Pedicure,Personal Care,DHA,6.37,599,Thursday,1,Medium,Clear,972
Classic Pedicure,Personal Care,Misri Shah,5.23,128,Thursday,1,Medium,Sunny,809
Classic Pedicure,Personal Care,Township,2.01,938,Tuesday,0,High,Sunny,861
Classic Pedicure,Personal Care,Garhi Shahu,5.55,797,Wednesday,0,Medium,Foggy,860
Classic Pedicure,Personal Care,Garden Town,4.66,965,Thursday,1,Low,Rainy,843
Classic Pedicure,Personal Care,Bahria Town,0.3,331,Tuesday,0,Medium,Foggy,999
Classic Pedicure,Personal Care,Model Town,7.92,1430,Sunday,1,Low,Rainy,957
Classic Pedicure,Personal Care,Wapda Town,5.81,856,Friday,0,High,Sunny,835
Classic Pedicure,Personal Care,Misri Shah,6.04,430,Friday,1,Low,Clear,840
Classic Pedicure,Personal Care,Iqbal Town,6.76,1226,Wednesday,0,High,Sunny,841
Classic Pedicure,Personal Care,Androon Lahore,3.22,448,Sunday,1,High,Foggy,831
Classic Pedicure,Personal Care,Garhi Shahu,5.41,1230,Tuesday,1,Low,Foggy,837
Classic Pedicure,Personal Care,Sultanpura,4.42,966,Thursday,1,High,Clear,945
Classic Pedicure,Personal Care,Askari,5.13,988,Tuesday,0,Low,Clear,823
Classic Pedicure,Personal Care,Cantt,6.97,1424,Wednesday,1,High,Clear,977
Classic Pedicure,Personal Care,Androon Lahore,4.0,334,Tuesday,0,Medium,Sunny,801
Classic Pedicure,Personal Care,Sultanpura,0.46,822,Saturday,1,Low,Sunny,820
Classic Pedicure,Personal Care,Cantt,3.77,340,Friday,0,Medium,Clear,981
Classic Pedicure,Personal Care,Lake City,3.8,1202,Saturday,1,Low,Clear,949
Classic Pedicure,Personal Care,Askari,2.2,1244,Wednesday,0,Medium,Sunny,833
Classic Pedicure,Personal Care,Valencia,0.38,1344,Friday,0,Medium,Foggy,862
Classic Pedicure,Personal Care,Gulberg,1.26,1225,Sunday,1,Low,Clear,803
Classic Pedicure,Personal Care,Androon Lahore,2.98,1026,Friday,0,High,Foggy,853
Classic Pedicure,Personal Care,Askari,3.58,394,Thursday,1,High,Rainy,957
Classic Pedicure,Personal Care,Valencia,4.24,668,Wednesday,0,Medium,Foggy,934
Classic Pedicure,Personal Care,Lake City,2.19,580,Saturday,0,High,Sunny,967
Classic Pedicure,Personal Care,Sultanpura,7.8,133,Tuesday,1,High,Clear,987
Classic Pedicure,Personal Care,Iqbal Town,5.52,124,Sunday,0,High,Foggy,874
Classic Pedicure,Personal Care,Gulberg,5.46,1248,Thursday,0,Medium,Clear,986
Classic Pedicure,Personal Care,Shadman,3.62,900,Sunday,0,Medium,Clear,984
Classic Pedicure,Personal Care,Bahria Town,3.09,1207,Thursday,0,Low,Rainy,861
Classic Pedicure,Personal Care,Wapda Town,6.95,949,Friday,1,Medium,Foggy,953
Classic Pedicure,Personal Care,Askari,4.43,703,Sunday,0,Low,Sunny,959
Classic Pedicure,Personal Care,Iqbal Town,1.12,914,Sunday,1,Medium,Rainy,894
Classic Pedicure,Personal Care,Askari,7.95,102,Monday,1,Low,Sunny,825
Classic Pedicure,Personal Care,Bahria Town,4.11,869,Monday,0,High,Foggy,979
Classic Pedicure,Personal Care,Cantt,2.78,1417,Tuesday,0,High,Clear,953
Spa Pedicure,Personal Care,Shadman,1.95,780,Saturday,0,Medium,Foggy,1285
Spa Pedicure,Personal Care,Wapda Town,3.14,307,Thursday,0,Low,Clear,1361
Spa Pedicure,Personal Care,Johar Town,5.53,91,Saturday,0,High,Foggy,1276
Spa Pedicure,Personal Care,Model Town,7.58,115,Friday,0,Low,Clear,1385
Spa Pedicure,Personal Care,Bahria Town,2.6,1357,Friday,1,Low,Clear,1331
Spa Pedicure,Personal Care,Model Town,4.9,1217,Saturday,1,Medium,Rainy,1367
Spa Pedicure,Personal Care,Sultanpura,6.56,813,Thursday,1,High,Sunny,1302
Spa Pedicure,Personal Care,Shadman,7.57,342,Tuesday,0,Medium,Rainy,1378
Spa Pedicure,Personal Care,Wapda Town,7.47,1422,Wednesday,1,Medium,Rainy,1385
Spa Pedicure,Personal Care,Johar Town,2.1,35,Thursday,1,High,Clear,1297
Spa Pedicure,Personal Care,Township,5.76,877,Thursday,1,High,Foggy,1264
Spa Pedicure,Personal Care,Wapda Town,2.95,1151,Saturday,1,High,Rainy,1392
Spa Pedicure,Personal Care,Cantt,0.5,1346,Saturday,1,High,Foggy,1399
Spa Pedicure,Personal Care,Garhi Shahu,5.07,64,Thursday,0,High,Clear,1221
Spa Pedicure,Personal Care,Gulberg,5.03,1223,Thursday,1,Low,Sunny,1340
Spa Pedicure,Personal Care,Valencia,6.95,945,Thursday,1,High,Foggy,1357
Spa Pedicure,Personal Care,Misri Shah,6.46,1111,Tuesday,1,Medium,Sunny,1238
Spa Pedicure,Personal Care,Androon Lahore,0.21,628,Wednesday,0,Medium,Sunny,1216
Spa Pedicure,Personal Care,Gulberg,1.09,1170,Monday,0,High,Clear,1374
Spa Pedicure,Personal Care,Cantt,7.5,266,Monday,0,Medium,Foggy,1361
Spa Pedicure,Personal Care,Model Town,7.22,931,Saturday,1,Medium,Rainy,1349
Spa Pedicure,Personal Care,Garden Town,2.34,144,Saturday,1,Low,Sunny,1357
Spa Pedicure,Personal Care,Johar Town,2.26,447,Saturday,1,Low,Sunny,1259
Spa Pedicure,Personal Care,Wapda Town,5.71,441,Thursday,0,Low,Clear,1285
Spa Pedicure,Personal Care,Shadman,6.37,791,Thursday,1,Medium,Sunny,1250
Spa Pedicure,Personal Care,Gulberg,6.7,735,Monday,0,Medium,Clear,1316
Spa Pedicure,Personal Care,Garhi Shahu,0.45,567,Wednesday,1,High,Clear,1244
Spa Pedicure,Personal Care,Johar Town,0.95,836,Friday,1,High,Rainy,1293
Spa Pedicure,Personal Care,Androon Lahore,0.92,474,Friday,1,High,Rainy,1250
Spa Pedicure,Personal Care,Garden Town,7.44,658,Friday,1,Medium,Foggy,1326
Spa Pedicure,Personal Care,Model Town,0.65,1072,Monday,1,Medium,Sunny,1394
Spa Pedicure,Personal Care,Model Town,4.77,409,Friday,1,Low,Sunny,1396
Spa Pedicure,Personal Care,Wapda Town,5.47,725,Thursday,1,Medium,Sunny,1277
Spa Pedicure,Personal Care,Johar Town,6.87,767,Saturday,1,Low,Sunny,1326
Spa Pedicure,Personal Care,Johar Town,5.97,523,Thursday,0,Low,Rainy,1299
Spa Pedicure,Personal Care,Cantt,2.07,610,Wednesday,0,High,Rainy,1351
Spa Pedicure,Personal Care,Johar Town,6.07,807,Tuesday,0,High,Foggy,1334
Spa Pedicure,Personal Care,Shadman,0.99,773,Thursday,1,Low,Clear,1218
Combo Offer,Personal Care,Johar Town,2.89,1403,Friday,0,High,Foggy,1928
Combo Offer,Personal Care,Bahria Town,6.43,663,Thursday,1,High,Sunny,1819
Combo Offer,Personal Care,Garhi Shahu,2.42,1115,Sunday,0,Medium,Rainy,1801
Combo Offer,Personal Care,Bahria Town,6.9,89,Friday,0,Low,Foggy,1829
Combo Offer,Personal Care,Misri Shah,5.65,598,Monday,0,Low,Foggy,1804
Combo Offer,Personal Care,Johar Town,2.68,1207,Tuesday,0,Medium,Foggy,1947
Combo Offer,Personal Care,Sultanpura,3.11,899,Thursday,1,Low,Clear,1862
Combo Offer,Personal Care,Sultanpura,3.28,791,Tuesday,0,Low,Rainy,1827
Combo Offer,Personal Care,Garhi Shahu,3.43,1261,Saturday,1,Low,Foggy,1833
Combo Offer,Personal Care,Askari,3.12,17,Thursday,1,Medium,Foggy,1840
Combo Offer,Personal Care,Lake City,2.16,29,Saturday,0,Medium,Sunny,1954
Combo Offer,Personal Care,Gulberg,5.52,815,Thursday,1,Low,Rainy,1926
Combo Offer,Personal Care,Askari,2.44,371,Monday,1,Medium,Foggy,1849
Combo Offer,Personal Care,Valencia,5.35,40,Thursday,1,Low,Clear,1804
Combo Offer,Personal Care,Misri Shah,5.2,1152,Thursday,0,Medium,Sunny,1818
Combo Offer,Personal Care,Wapda Town,4.33,759,Thursday,1,Medium,Foggy,1909
Combo Offer,Personal Care,Iqbal Town,1.04,1204,Monday,1,Low,Clear,1801
Combo Offer,Personal Care,Cantt,1.73,1219,Wednesday,0,Low,Rainy,1954
Combo Offer,Personal Care,Garhi Shahu,5.58,1285,Sunday,0,Low,Sunny,1805
Combo Offer,Personal Care,Model Town,7.75,737,Saturday,0,Medium,Rainy,1993
Combo Offer,Personal Care,Model Town,0.79,1180,Monday,1,Medium,Rainy,1999
Combo Offer,Personal Care,Garhi Shahu,6.28,603,Saturday,0,Low,Rainy,1834
Combo Offer,Personal Care,Wapda Town,5.73,41,Friday,1,Low,Clear,1871
Combo Offer,Personal Care,Androon Lahore,2.28,855,Friday,0,Medium,Clear,1803
Combo Offer,Personal Care,Garhi Shahu,4.0,325,Tuesday,1,High,Rainy,1835
Combo Offer,Personal Care,Askari,6.43,634,Monday,0,High,Sunny,1960
Combo Offer,Personal Care,Model Town,0.91,1228,Tuesday,0,Low,Clear,1957
Combo Offer,Personal Care,Cantt,1.35,529,Thursday,1,High,Rainy,1943
Combo Offer,Personal Care,Androon Lahore,5.27,108,Wednesday,1,Low,Clear,1820
Combo Offer,Personal Care,Askari,5.92,115,Wednesday,0,High,Foggy,1965
Combo Offer,Personal Care,Bahria Town,0.2,443,Tuesday,0,Medium,Sunny,1862
Combo Offer,Personal Care,DHA,2.48,12,Monday,0,Low,Sunny,1978
Combo Offer,Personal Care,Lake City,4.51,1061,Saturday,1,Medium,Foggy,1992
Combo Offer,Personal Care,Garden Town,6.75,900,Tuesday,0,Medium,Sunny,1839
Combo Offer,Personal Care,Bahria Town,5.04,1057,Monday,0,Low,Rainy,1818
Combo Offer,Personal Care,Shadman,7.93,162,Sunday,0,High,Clear,1942
Combo Offer,Personal Care,Garhi Shahu,7.74,260,Thursday,1,Low,Clear,1832
Combo Offer,Personal Care,Androon Lahore,3.44,678,Thursday,1,Low,Rainy,1826
Jumbo Offer,Personal Care,Township,1.92,991,Sunday,1,High,Foggy,2334
Jumbo Offer,Personal Care,Sultanpura,4.84,52,Monday,1,Medium,Rainy,2442
Jumbo Offer,Personal Care,Johar Town,7.12,87,Monday,1,Low,Rainy,2356
Jumbo Offer,Personal Care,Garhi Shahu,7.64,139,Sunday,1,High,Sunny,2335
Jumbo Offer,Personal Care,Johar Town,7.17,859,Thursday,0,Low,Rainy,2475
Jumbo Offer,Personal Care,Sultanpura,3.19,803,Friday,1,Low,Foggy,2334
Jumbo Offer,Personal Care,Model Town,6.1,276,Sunday,1,Medium,Rainy,2449
Jumbo Offer,Personal Care,Sultanpura,3.87,1116,Wednesday,0,High,Clear,2355
Jumbo Offer,Personal Care,Bahria Town,3.02,1096,Friday,1,High,Clear,2429
Jumbo Offer,Personal Care,Cantt,4.24,1362,Thursday,0,Medium,Clear,2495
Jumbo Offer,Personal Care,Garden Town,4.04,348,Saturday,1,Medium,Foggy,2459
Jumbo Offer,Personal Care,Gulberg,4.08,987,Sunday,1,Medium,Foggy,2404
Jumbo Offer,Personal Care,Garhi Shahu,4.76,1158,Sunday,0,Low,Sunny,2301
Jumbo Offer,Personal Care,Wapda Town,7.87,211,Sunday,1,High,Clear,2387
Jumbo Offer,Personal Care,Misri Shah,2.01,945,Thursday,0,High,Foggy,2351
Jumbo Offer,Personal Care,Wapda Town,5.56,1356,Wednesday,0,High,Foggy,2395
Jumbo Offer,Personal Care,Wapda Town,7.17,971,Tuesday,1,High,Clear,2450
Jumbo Offer,Personal Care,Johar Town,0.99,371,Wednesday,0,Medium,Sunny,2483
Jumbo Offer,Personal Care,Wapda Town,4.49,627,Sunday,0,Medium,Rainy,2498
Jumbo Offer,Personal Care,Model Town,3.44,756,Thursday,1,Low,Clear,2461
